date,from.code,from.city,to.code,to.city,price.czk
2022-07-05,OSL,Oslo,RKV,Reykjavik,3617
2022-07-05,OSL,Oslo,SJJ,Sarajevo,3867
2022-07-05,OSL,Oslo,SKP,Skopje,4376
2022-07-05,OSL,Oslo,SOF,Sofia,4471
2022-07-05,OSL,Oslo,TBS,Tbilisi,6437
2022-07-05,OSL,Oslo,TGD,Podgorica,4272
2022-07-05,OSL,Oslo,TIA,Tirana,4525
2022-07-05,OSL,Oslo,TLL,Tallinn,1728
2022-07-05,OSL,Oslo,VIE,Vienna,2181
2022-07-05,OSL,Oslo,VNO,Vilnius,2385
2022-07-05,OSL,Oslo,WAW,Warsaw,2209
2022-07-05,OSL,Oslo,ZAG,Zagreb,3414
2022-07-05,OTP,Bucharest,AMS,Amsterdam,3726
2022-07-05,OTP,Bucharest,ARN,Stockholm,3683
2022-07-05,OTP,Bucharest,BEG,Belgrade,1029
2022-07-05,OTP,Bucharest,BRN,Bern,2396
2022-07-05,OTP,Bucharest,BRU,Brussels,3851
2022-07-05,OTP,Bucharest,BTS,Bratislava,1294
2022-07-05,OTP,Bucharest,BUD,Budapest,1098
2022-07-05,OTP,Bucharest,CDG,Paris,3959
2022-07-05,OTP,Bucharest,CPH,Copenhagen,3374
2022-07-05,OTP,Bucharest,DME,Moscow,3185
2022-07-05,OTP,Bucharest,DUB,Dublin,5272
2022-07-05,OTP,Bucharest,ESB,Ankara,1723
2022-07-05,OTP,Bucharest,EVN,Yerevan,3464
2022-07-05,OTP,Bucharest,FCO,Rome,2414
2022-07-05,OTP,Bucharest,GYD,Baku,4190
2022-07-05,OTP,Bucharest,HEL,Helsinki,3754
2022-07-05,OTP,Bucharest,IEV,Kyiv,1699
2022-07-05,OTP,Bucharest,KIV,Chisinau,885
2022-07-05,OTP,Bucharest,LHR,London,3236
2022-07-05,OTP,Bucharest,LIS,Lisbon,6282
2022-07-05,OTP,Bucharest,LJU,Ljubljana,2119
2022-07-05,OTP,Bucharest,LUX,Luxembourg,3416
2022-07-05,OTP,Bucharest,MAD,Madrid,5041
2022-07-05,OTP,Bucharest,MSQ,Minsk,2285
2022-07-05,OTP,Bucharest,NIC,Nicosia,2543
2022-07-05,OTP,Bucharest,OSL,Oslo,4224
2022-07-05,OTP,Bucharest,PRG,Prague,1760
2022-07-05,OTP,Bucharest,PRN,Pristina,1079
2022-07-05,OTP,Bucharest,RIX,Riga,2949
2022-07-05,OTP,Bucharest,RKV,Reykjavik,7439
2022-07-05,OTP,Bucharest,SJJ,Sarajevo,1408
2022-07-05,OTP,Bucharest,SKP,Skopje,1133
2022-07-05,OTP,Bucharest,SOF,Sofia,834
2022-07-05,OTP,Bucharest,TBS,Tbilisi,3279
2022-07-05,OTP,Bucharest,TGD,Podgorica,1411
2022-07-05,OTP,Bucharest,TIA,Tirana,1064
2022-07-05,OTP,Bucharest,TLL,Tallinn,3472
2022-07-05,OTP,Bucharest,TXL,Berlin,2794
2022-07-05,OTP,Bucharest,VNO,Vilnius,2395
2022-07-05,OTP,Bucharest,WAW,Warsaw,2089
2022-07-05,OTP,Bucharest,ZAG,Zagreb,1893
2022-07-05,PRG,Prague,AMS,Amsterdam,1630
2022-07-05,PRG,Prague,ATH,Athens,3236
2022-07-05,PRG,Prague,BEG,Belgrade,1659
2022-07-05,PRG,Prague,BRN,Bern,1416
2022-07-05,PRG,Prague,BRU,Brussels,1700
2022-07-05,PRG,Prague,BTS,Bratislava,602
2022-07-05,PRG,Prague,BUD,Budapest,1070
2022-07-05,PRG,Prague,CDG,Paris,1996
2022-07-05,PRG,Prague,CPH,Copenhagen,1485
2022-07-05,PRG,Prague,DUB,Dublin,3103
2022-07-05,PRG,Prague,ESB,Ankara,3864
2022-07-05,PRG,Prague,EVN,Yerevan,3994
2022-07-05,PRG,Prague,FCO,Rome,2067
2022-07-05,PRG,Prague,GYD,Baku,6154
2022-07-05,PRG,Prague,HEL,Helsinki,2750
2022-07-05,PRG,Prague,IEV,Kyiv,2485
2022-07-05,PRG,Prague,KIV,Chisinau,2433
2022-07-05,PRG,Prague,LHR,London,2284
2022-07-05,PRG,Prague,LIS,Lisbon,3592
2022-07-05,PRG,Prague,LJU,Ljubljana,1072
2022-07-05,PRG,Prague,LUX,Luxembourg,1356
2022-07-05,PRG,Prague,MAD,Madrid,3678
2022-07-05,PRG,Prague,MLA,Valletta,2557
2022-07-05,PRG,Prague,MSQ,Minsk,2150
2022-07-05,PRG,Prague,NIC,Nicosia,4869
2022-07-05,PRG,Prague,OSL,Oslo,2443
2022-07-05,PRG,Prague,OTP,Bucharest,2428
2022-07-05,PRG,Prague,PRN,Pristina,2133
2022-07-05,PRG,Prague,RIX,Riga,2160
2022-07-05,PRG,Prague,RKV,Reykjavik,4112
2022-07-05,PRG,Prague,SJJ,Sarajevo,1640
2022-07-05,PRG,Prague,SKP,Skopje,2258
2022-07-05,PRG,Prague,SOF,Sofia,2253
2022-07-05,PRG,Prague,TBS,Tbilisi,5335
2022-07-05,PRG,Prague,TGD,Podgorica,1995
2022-07-05,PRG,Prague,TIA,Tirana,2313
2022-07-05,PRG,Prague,TLL,Tallinn,2545
2022-07-05,PRG,Prague,TXL,Berlin,749
2022-07-05,PRG,Prague,VIE,Vienna,727
2022-07-05,PRG,Prague,VNO,Vilnius,2046
2022-07-05,PRG,Prague,WAW,Warsaw,1277
2022-07-05,PRG,Prague,ZAG,Zagreb,1202
2022-07-05,PRN,Pristina,AMS,Amsterdam,3390
2022-07-05,PRN,Pristina,ATH,Athens,1305
2022-07-05,PRN,Pristina,BRN,Bern,2637
2022-07-05,PRN,Pristina,BRU,Brussels,3310
2022-07-05,PRN,Pristina,BTS,Bratislava,1606
2022-07-05,PRN,Pristina,BUD,Budapest,1359
2022-07-05,PRN,Pristina,CDG,Paris,3394
2022-07-05,PRN,Pristina,CPH,Copenhagen,3264
2022-07-05,PRN,Pristina,DME,Moscow,3934
2022-07-05,PRN,Pristina,DUB,Dublin,3640
2022-07-05,PRN,Pristina,ESB,Ankara,2230
2022-07-05,PRN,Pristina,EVN,Yerevan,4110
2022-07-05,PRN,Pristina,FCO,Rome,1266
2022-07-05,PRN,Pristina,GYD,Baku,4959
2022-07-05,PRN,Pristina,HEL,Helsinki,4164
2022-07-05,PRN,Pristina,KIV,Chisinau,1772
2022-07-05,PRN,Pristina,LHR,London,3923
2022-07-05,PRN,Pristina,LIS,Lisbon,5411
2022-07-05,PRN,Pristina,LJU,Ljubljana,1559
2022-07-05,PRN,Pristina,LUX,Luxembourg,2972
2022-07-05,PRN,Pristina,MAD,Madrid,4374
2022-07-05,PRN,Pristina,MLA,Valletta,2134
2022-07-05,PRN,Pristina,MSQ,Minsk,2964
2022-07-05,PRN,Pristina,NIC,Nicosia,2894
2022-07-05,PRN,Pristina,OSL,Oslo,4255
2022-07-05,PRN,Pristina,OTP,Bucharest,808
2022-07-05,PRN,Pristina,PRG,Prague,2113
2022-07-05,PRN,Pristina,RIX,Riga,3410
2022-07-05,PRN,Pristina,RKV,Reykjavik,5564
2022-07-05,PRN,Pristina,SJJ,Sarajevo,751
2022-07-05,PRN,Pristina,TBS,Tbilisi,4140
2022-07-05,PRN,Pristina,TLL,Tallinn,3965
2022-07-05,PRN,Pristina,TXL,Berlin,2711
2022-07-05,PRN,Pristina,VIE,Vienna,1748
2022-07-05,PRN,Pristina,VNO,Vilnius,2846
2022-07-05,PRN,Pristina,WAW,Warsaw,2290
2022-07-05,PRN,Pristina,ZAG,Zagreb,1270
2022-07-05,RIX,Riga,AMS,Amsterdam,2899
2022-07-05,RIX,Riga,ARN,Stockholm,800
2022-07-05,RIX,Riga,ATH,Athens,4390
2022-07-05,RIX,Riga,BEG,Belgrade,2907
2022-07-05,RIX,Riga,BRN,Bern,3378
2022-07-05,RIX,Riga,BRU,Brussels,3129
2022-07-05,RIX,Riga,BTS,Bratislava,2298
2022-07-05,RIX,Riga,BUD,Budapest,2497
2022-07-05,RIX,Riga,CDG,Paris,3620
2022-07-05,RIX,Riga,DME,Moscow,1850
2022-07-05,RIX,Riga,DUB,Dublin,4111
2022-07-05,RIX,Riga,ESB,Ankara,4083
2022-07-05,RIX,Riga,EVN,Yerevan,4967
2022-07-05,RIX,Riga,FCO,Rome,3936
2022-07-05,RIX,Riga,GYD,Baku,5450
2022-07-05,RIX,Riga,HEL,Helsinki,895
2022-07-05,RIX,Riga,KIV,Chisinau,2521
2022-07-05,RIX,Riga,LIS,Lisbon,6639
2022-07-05,RIX,Riga,LJU,Ljubljana,2939
2022-07-05,RIX,Riga,LUX,Luxembourg,3138
2022-07-05,RIX,Riga,MLA,Valletta,4989
2022-07-05,RIX,Riga,MSQ,Minsk,988
2022-07-05,RIX,Riga,NIC,Nicosia,5263
2022-07-05,RIX,Riga,OSL,Oslo,2020
2022-07-05,RIX,Riga,OTP,Bucharest,2990
2022-07-05,RIX,Riga,PRG,Prague,2198
2022-07-05,RIX,Riga,PRN,Pristina,3430
2022-07-05,RIX,Riga,RKV,Reykjavik,5503
2022-07-05,RIX,Riga,SJJ,Sarajevo,3280
2022-07-05,RIX,Riga,SKP,Skopje,3599
2022-07-05,RIX,Riga,SOF,Sofia,2509
2022-07-05,RIX,Riga,TBS,Tbilisi,4718
2022-07-05,RIX,Riga,TGD,Podgorica,3436
2022-07-05,RIX,Riga,TIA,Tirana,3834
2022-07-05,RIX,Riga,TLL,Tallinn,764
2022-07-05,RIX,Riga,TXL,Berlin,1438
2022-07-05,RIX,Riga,VIE,Vienna,2412
2022-07-05,RIX,Riga,VNO,Vilnius,754
2022-07-05,RIX,Riga,WAW,Warsaw,1312
2022-07-05,RIX,Riga,ZAG,Zagreb,3035
2022-07-05,RKV,Reykjavik,AMS,Amsterdam,4332
2022-07-05,RKV,Reykjavik,ARN,Stockholm,4425
2022-07-05,RKV,Reykjavik,ATH,Athens,8623
2022-07-05,RKV,Reykjavik,BEG,Belgrade,7002
2022-07-05,RKV,Reykjavik,BRN,Bern,5473
2022-07-05,RKV,Reykjavik,BTS,Bratislava,6066
2022-07-05,RKV,Reykjavik,BUD,Budapest,6478
2022-07-05,RKV,Reykjavik,CDG,Paris,4683
2022-07-05,RKV,Reykjavik,CPH,Copenhagen,4429
2022-07-05,RKV,Reykjavik,DME,Moscow,6689
2022-07-05,RKV,Reykjavik,DUB,Dublin,3197
2022-07-05,RKV,Reykjavik,ESB,Ankara,8996
2022-07-05,RKV,Reykjavik,EVN,Yerevan,7538
2022-07-05,RKV,Reykjavik,FCO,Rome,6940
2022-07-05,RKV,Reykjavik,GYD,Baku,10573
2022-07-05,RKV,Reykjavik,IEV,Kyiv,6997
2022-07-05,RKV,Reykjavik,KIV,Chisinau,7341
2022-07-05,RKV,Reykjavik,LHR,London,4006
2022-07-05,RKV,Reykjavik,LIS,Lisbon,6059
2022-07-05,RKV,Reykjavik,LJU,Ljubljana,6215
2022-07-05,RKV,Reykjavik,LUX,Luxembourg,4807
2022-07-05,RKV,Reykjavik,MAD,Madrid,5879
2022-07-05,RKV,Reykjavik,MLA,Valletta,8177
2022-07-05,RKV,Reykjavik,OSL,Oslo,3561
2022-07-05,RKV,Reykjavik,OTP,Bucharest,7591
2022-07-05,RKV,Reykjavik,PRG,Prague,5537
2022-07-05,RKV,Reykjavik,PRN,Pristina,7317
2022-07-05,RKV,Reykjavik,RIX,Riga,5388
2022-07-05,RKV,Reykjavik,SJJ,Sarajevo,6956
2022-07-05,RKV,Reykjavik,SKP,Skopje,7540
2022-07-05,RKV,Reykjavik,SOF,Sofia,7641
2022-07-05,RKV,Reykjavik,TBS,Tbilisi,7212
2022-07-05,RKV,Reykjavik,TGD,Podgorica,7279
2022-07-05,RKV,Reykjavik,TIA,Tirana,7441
2022-07-05,RKV,Reykjavik,TLL,Tallinn,5113
2022-07-05,RKV,Reykjavik,TXL,Berlin,4953
2022-07-05,RKV,Reykjavik,VIE,Vienna,5940
2022-07-05,RKV,Reykjavik,VNO,Vilnius,5710
2022-07-05,RKV,Reykjavik,WAW,Warsaw,5924
2022-07-05,RKV,Reykjavik,ZAG,Zagreb,6445
2022-07-05,SJJ,Sarajevo,AMS,Amsterdam,2872
2022-07-05,SJJ,Sarajevo,ARN,Stockholm,3592
2022-07-05,SJJ,Sarajevo,ATH,Athens,1832
2022-07-05,SJJ,Sarajevo,BRN,Bern,1938
2022-07-05,SJJ,Sarajevo,BRU,Brussels,2830
2022-07-05,SJJ,Sarajevo,BTS,Bratislava,1161
2022-07-05,SJJ,Sarajevo,CDG,Paris,2976
2022-07-05,SJJ,Sarajevo,CPH,Copenhagen,2234
2022-07-05,SJJ,Sarajevo,DME,Moscow,3886
2022-07-05,SJJ,Sarajevo,DUB,Dublin,4397
2022-07-05,SJJ,Sarajevo,ESB,Ankara,2793
2022-07-05,SJJ,Sarajevo,EVN,Yerevan,4592
2022-07-05,SJJ,Sarajevo,FCO,Rome,1267
2022-07-05,SJJ,Sarajevo,GYD,Baku,3930
2022-07-05,SJJ,Sarajevo,HEL,Helsinki,3938
2022-07-05,SJJ,Sarajevo,IEV,Kyiv,2531
2022-07-05,SJJ,Sarajevo,KIV,Chisinau,1982
2022-07-05,SJJ,Sarajevo,LHR,London,2596
2022-07-05,SJJ,Sarajevo,LIS,Lisbon,3749
2022-07-05,SJJ,Sarajevo,LJU,Ljubljana,971
2022-07-05,SJJ,Sarajevo,LUX,Luxembourg,1851
2022-07-05,SJJ,Sarajevo,MAD,Madrid,3933
2022-07-05,SJJ,Sarajevo,MLA,Valletta,2154
2022-07-05,SJJ,Sarajevo,MSQ,Minsk,2820
2022-07-05,SJJ,Sarajevo,NIC,Nicosia,3434
2022-07-05,SJJ,Sarajevo,OSL,Oslo,3999
2022-07-05,SJJ,Sarajevo,OTP,Bucharest,1399
2022-07-05,SJJ,Sarajevo,PRG,Prague,1810
2022-07-05,SJJ,Sarajevo,PRN,Pristina,754
2022-07-05,SJJ,Sarajevo,RIX,Riga,3216
2022-07-05,SJJ,Sarajevo,RKV,Reykjavik,6987
2022-07-05,SJJ,Sarajevo,SKP,Skopje,812
2022-07-05,SJJ,Sarajevo,SOF,Sofia,1067
2022-07-05,SJJ,Sarajevo,TBS,Tbilisi,4557
2022-07-05,SJJ,Sarajevo,TIA,Tirana,830
2022-07-05,SJJ,Sarajevo,TLL,Tallinn,2792
2022-07-05,SJJ,Sarajevo,TXL,Berlin,2220
2022-07-05,SJJ,Sarajevo,VIE,Vienna,1205
2022-07-05,SJJ,Sarajevo,VNO,Vilnius,2846
2022-07-05,SJJ,Sarajevo,ZAG,Zagreb,722
2022-07-05,SKP,Skopje,AMS,Amsterdam,2698
2022-07-05,SKP,Skopje,ARN,Stockholm,4028
2022-07-05,SKP,Skopje,ATH,Athens,1198
2022-07-05,SKP,Skopje,BEG,Belgrade,824
2022-07-05,SKP,Skopje,BRN,Bern,2613
2022-07-05,SKP,Skopje,BRU,Brussels,3513
2022-07-05,SKP,Skopje,BTS,Bratislava,1739
2022-07-05,SKP,Skopje,BUD,Budapest,1490
2022-07-05,SKP,Skopje,CDG,Paris,3577
2022-07-05,SKP,Skopje,CPH,Copenhagen,3548
2022-07-05,SKP,Skopje,DME,Moscow,3044
2022-07-05,SKP,Skopje,DUB,Dublin,3796
2022-07-05,SKP,Skopje,ESB,Ankara,2154
2022-07-05,SKP,Skopje,EVN,Yerevan,4138
2022-07-05,SKP,Skopje,FCO,Rome,1583
2022-07-05,SKP,Skopje,GYD,Baku,4927
2022-07-05,SKP,Skopje,HEL,Helsinki,4258
2022-07-05,SKP,Skopje,IEV,Kyiv,2529
2022-07-05,SKP,Skopje,KIV,Chisinau,1831
2022-07-05,SKP,Skopje,LHR,London,3103
2022-07-05,SKP,Skopje,LIS,Lisbon,5466
2022-07-05,SKP,Skopje,LJU,Ljubljana,1590
2022-07-05,SKP,Skopje,LUX,Luxembourg,3098
2022-07-05,SKP,Skopje,MAD,Madrid,4418
2022-07-05,SKP,Skopje,MLA,Valletta,2049
2022-07-05,SKP,Skopje,MSQ,Minsk,2910
2022-07-05,SKP,Skopje,NIC,Nicosia,2825
2022-07-05,SKP,Skopje,OSL,Oslo,4422
2022-07-05,SKP,Skopje,OTP,Bucharest,1081
2022-07-05,SKP,Skopje,PRG,Prague,2337
2022-07-05,SKP,Skopje,RIX,Riga,3570
2022-07-05,SKP,Skopje,RKV,Reykjavik,7522
2022-07-05,SKP,Skopje,SJJ,Sarajevo,842
2022-07-05,SKP,Skopje,TBS,Tbilisi,4013
2022-07-05,SKP,Skopje,TLL,Tallinn,4106
2022-07-05,SKP,Skopje,TXL,Berlin,2937
2022-07-05,SKP,Skopje,VIE,Vienna,1754
2022-07-05,SKP,Skopje,VNO,Vilnius,3002
2022-07-05,SKP,Skopje,WAW,Warsaw,1888
2022-07-05,SKP,Skopje,ZAG,Zagreb,1386
2022-07-05,SOF,Sofia,AMS,Amsterdam,3642
2022-07-05,SOF,Sofia,ARN,Stockholm,4067
2022-07-05,SOF,Sofia,ATH,Athens,935
2022-07-05,SOF,Sofia,BEG,Belgrade,879
2022-07-05,SOF,Sofia,BRN,Bern,2900
2022-07-05,SOF,Sofia,BRU,Brussels,3592
2022-07-05,SOF,Sofia,BTS,Bratislava,1822
2022-07-05,SOF,Sofia,BUD,Budapest,1444
2022-07-05,SOF,Sofia,CPH,Copenhagen,3467
2022-07-05,SOF,Sofia,DME,Moscow,3706
2022-07-05,SOF,Sofia,DUB,Dublin,5125
2022-07-05,SOF,Sofia,ESB,Ankara,1861
2022-07-05,SOF,Sofia,EVN,Yerevan,2799
2022-07-05,SOF,Sofia,GYD,Baku,4731
2022-07-05,SOF,Sofia,HEL,Helsinki,4080
2022-07-05,SOF,Sofia,IEV,Kyiv,2174
2022-07-05,SOF,Sofia,LHR,London,4104
2022-07-05,SOF,Sofia,LIS,Lisbon,5653
2022-07-05,SOF,Sofia,LJU,Ljubljana,1381
2022-07-05,SOF,Sofia,LUX,Luxembourg,3207
2022-07-05,SOF,Sofia,MAD,Madrid,4657
2022-07-05,SOF,Sofia,MLA,Valletta,2369
2022-07-05,SOF,Sofia,MSQ,Minsk,2697
2022-07-05,SOF,Sofia,NIC,Nicosia,2602
2022-07-05,SOF,Sofia,OSL,Oslo,4403
2022-07-05,SOF,Sofia,OTP,Bucharest,771
2022-07-05,SOF,Sofia,PRG,Prague,2367
2022-07-05,SOF,Sofia,RIX,Riga,3422
2022-07-05,SOF,Sofia,RKV,Reykjavik,5731
2022-07-05,SOF,Sofia,SJJ,Sarajevo,1011
2022-07-05,SOF,Sofia,TBS,Tbilisi,3759
2022-07-05,SOF,Sofia,TGD,Podgorica,874
2022-07-05,SOF,Sofia,TIA,Tirana,842
2022-07-05,SOF,Sofia,TXL,Berlin,2836
2022-07-05,SOF,Sofia,VIE,Vienna,1811
2022-07-05,SOF,Sofia,WAW,Warsaw,2340
2022-07-05,SOF,Sofia,ZAG,Zagreb,1520
2022-07-05,TBS,Tbilisi,AMS,Amsterdam,6741
2022-07-05,TBS,Tbilisi,ARN,Stockholm,5700
2022-07-05,TBS,Tbilisi,ATH,Athens,3787
2022-07-05,TBS,Tbilisi,BEG,Belgrade,4286
2022-07-05,TBS,Tbilisi,BRN,Bern,6261
2022-07-05,TBS,Tbilisi,BTS,Bratislava,4705
2022-07-05,TBS,Tbilisi,BUD,Budapest,3428
2022-07-05,TBS,Tbilisi,CDG,Paris,7045
2022-07-05,TBS,Tbilisi,CPH,Copenhagen,4454
2022-07-05,TBS,Tbilisi,DME,Moscow,2652
2022-07-05,TBS,Tbilisi,DUB,Dublin,8099
2022-07-05,TBS,Tbilisi,ESB,Ankara,2306
2022-07-05,TBS,Tbilisi,FCO,Rome,5553
2022-07-05,TBS,Tbilisi,GYD,Baku,1153
2022-07-05,TBS,Tbilisi,KIV,Chisinau,2893
2022-07-05,TBS,Tbilisi,LHR,London,7305
2022-07-05,TBS,Tbilisi,LIS,Lisbon,9202
2022-07-05,TBS,Tbilisi,LJU,Ljubljana,5161
2022-07-05,TBS,Tbilisi,LUX,Luxembourg,6377
2022-07-05,TBS,Tbilisi,MAD,Madrid,8098
2022-07-05,TBS,Tbilisi,MLA,Valletta,5581
2022-07-05,TBS,Tbilisi,MSQ,Minsk,3914
2022-07-05,TBS,Tbilisi,NIC,Nicosia,2735
2022-07-05,TBS,Tbilisi,OSL,Oslo,6331
2022-07-05,TBS,Tbilisi,OTP,Bucharest,3301
2022-07-05,TBS,Tbilisi,PRG,Prague,5268
2022-07-05,TBS,Tbilisi,PRN,Pristina,4069
2022-07-05,TBS,Tbilisi,RIX,Riga,4842
2022-07-05,TBS,Tbilisi,SJJ,Sarajevo,4458
2022-07-05,TBS,Tbilisi,SKP,Skopje,4168
2022-07-05,TBS,Tbilisi,SOF,Sofia,3625
2022-07-05,TBS,Tbilisi,TIA,Tirana,4303
2022-07-05,TBS,Tbilisi,TLL,Tallinn,4964
2022-07-05,TBS,Tbilisi,VIE,Vienna,4862
2022-07-05,TBS,Tbilisi,VNO,Vilnius,4335
2022-07-05,TBS,Tbilisi,WAW,Warsaw,4448
2022-07-05,TBS,Tbilisi,ZAG,Zagreb,4770
2022-07-05,TGD,Podgorica,AMS,Amsterdam,3328
2022-07-05,TGD,Podgorica,ARN,Stockholm,3924
2022-07-05,TGD,Podgorica,ATH,Athens,1433
2022-07-05,TGD,Podgorica,BEG,Belgrade,816
2022-07-05,TGD,Podgorica,BRN,Bern,2279
2022-07-05,TGD,Podgorica,BRU,Brussels,3160
2022-07-05,TGD,Podgorica,BTS,Bratislava,1519
2022-07-05,TGD,Podgorica,CDG,Paris,2398
2022-07-05,TGD,Podgorica,CPH,Copenhagen,3270
2022-07-05,TGD,Podgorica,DME,Moscow,4203
2022-07-05,TGD,Podgorica,DUB,Dublin,4753
2022-07-05,TGD,Podgorica,ESB,Ankara,1874
2022-07-05,TGD,Podgorica,EVN,Yerevan,4472
2022-07-05,TGD,Podgorica,FCO,Rome,1321
2022-07-05,TGD,Podgorica,GYD,Baku,5414
2022-07-05,TGD,Podgorica,HEL,Helsinki,4162
2022-07-05,TGD,Podgorica,IEV,Kyiv,2056
2022-07-05,TGD,Podgorica,KIV,Chisinau,2056
2022-07-05,TGD,Podgorica,LHR,London,2771
2022-07-05,TGD,Podgorica,LIS,Lisbon,3771
2022-07-05,TGD,Podgorica,LJU,Ljubljana,1377
2022-07-05,TGD,Podgorica,LUX,Luxembourg,2092
2022-07-05,TGD,Podgorica,MAD,Madrid,4086
2022-07-05,TGD,Podgorica,MSQ,Minsk,3041
2022-07-05,TGD,Podgorica,NIC,Nicosia,3057
2022-07-05,TGD,Podgorica,OSL,Oslo,4291
2022-07-05,TGD,Podgorica,OTP,Bucharest,1062
2022-07-05,TGD,Podgorica,PRG,Prague,1502
2022-07-05,TGD,Podgorica,RIX,Riga,3543
2022-07-05,TGD,Podgorica,SOF,Sofia,866
2022-07-05,TGD,Podgorica,TBS,Tbilisi,4354
2022-07-05,TGD,Podgorica,TLL,Tallinn,4074
2022-07-05,TGD,Podgorica,TXL,Berlin,2573
2022-07-05,TGD,Podgorica,VIE,Vienna,1496
2022-07-05,TGD,Podgorica,VNO,Vilnius,3014
2022-07-05,TGD,Podgorica,WAW,Warsaw,2402
2022-07-05,TGD,Podgorica,ZAG,Zagreb,1133
2022-07-05,TIA,Tirana,AMS,Amsterdam,3471
2022-07-05,TIA,Tirana,ARN,Stockholm,4310
2022-07-05,TIA,Tirana,ATH,Athens,1246
2022-07-05,TIA,Tirana,BEG,Belgrade,995
2022-07-05,TIA,Tirana,BRN,Bern,2494
2022-07-05,TIA,Tirana,BRU,Brussels,3408
2022-07-05,TIA,Tirana,BTS,Bratislava,1801
2022-07-05,TIA,Tirana,BUD,Budapest,1563
2022-07-05,TIA,Tirana,CPH,Copenhagen,2744
2022-07-05,TIA,Tirana,DME,Moscow,4270
2022-07-05,TIA,Tirana,DUB,Dublin,4867
2022-07-05,TIA,Tirana,FCO,Rome,1420
2022-07-05,TIA,Tirana,GYD,Baku,3906
2022-07-05,TIA,Tirana,HEL,Helsinki,4432
2022-07-05,TIA,Tirana,LHR,London,2908
2022-07-05,TIA,Tirana,LIS,Lisbon,5009
2022-07-05,TIA,Tirana,LUX,Luxembourg,3094
2022-07-05,TIA,Tirana,MAD,Madrid,4083
2022-07-05,TIA,Tirana,MLA,Valletta,1823
2022-07-05,TIA,Tirana,MSQ,Minsk,3212
2022-07-05,TIA,Tirana,NIC,Nicosia,2185
2022-07-05,TIA,Tirana,OSL,Oslo,4540
2022-07-05,TIA,Tirana,OTP,Bucharest,1485
2022-07-05,TIA,Tirana,PRG,Prague,2368
2022-07-05,TIA,Tirana,RIX,Riga,3781
2022-07-05,TIA,Tirana,RKV,Reykjavik,7580
2022-07-05,TIA,Tirana,SJJ,Sarajevo,778
2022-07-05,TIA,Tirana,SOF,Sofia,861
2022-07-05,TIA,Tirana,TBS,Tbilisi,3284
2022-07-05,TIA,Tirana,TXL,Berlin,2856
2022-07-05,TIA,Tirana,VIE,Vienna,1838
2022-07-05,TIA,Tirana,VNO,Vilnius,3200
2022-07-05,TIA,Tirana,WAW,Warsaw,2645
2022-07-05,TIA,Tirana,ZAG,Zagreb,1369
2022-07-05,TLL,Tallinn,AMS,Amsterdam,3048
2022-07-05,TLL,Tallinn,ARN,Stockholm,940
2022-07-05,TLL,Tallinn,ATH,Athens,5004
2022-07-05,TLL,Tallinn,BEG,Belgrade,3471
2022-07-05,TLL,Tallinn,BRN,Bern,3778
2022-07-05,TLL,Tallinn,BRU,Brussels,3399
2022-07-05,TLL,Tallinn,BTS,Bratislava,2850
2022-07-05,TLL,Tallinn,BUD,Budapest,3042
2022-07-05,TLL,Tallinn,CPH,Copenhagen,1924
2022-07-05,TLL,Tallinn,DME,Moscow,1896
2022-07-05,TLL,Tallinn,DUB,Dublin,4258
2022-07-05,TLL,Tallinn,ESB,Ankara,4605
2022-07-05,TLL,Tallinn,EVN,Yerevan,5250
2022-07-05,TLL,Tallinn,FCO,Rome,4428
2022-07-05,TLL,Tallinn,GYD,Baku,5600
2022-07-05,TLL,Tallinn,LHR,London,3883
2022-07-05,TLL,Tallinn,LIS,Lisbon,6746
2022-07-05,TLL,Tallinn,LJU,Ljubljana,3496
2022-07-05,TLL,Tallinn,LUX,Luxembourg,3570
2022-07-05,TLL,Tallinn,MAD,Madrid,6010
2022-07-05,TLL,Tallinn,MLA,Valletta,4241
2022-07-05,TLL,Tallinn,MSQ,Minsk,1479
2022-07-05,TLL,Tallinn,NIC,Nicosia,5770
2022-07-05,TLL,Tallinn,OSL,Oslo,1753
2022-07-05,TLL,Tallinn,OTP,Bucharest,3450
2022-07-05,TLL,Tallinn,PRG,Prague,2689
2022-07-05,TLL,Tallinn,PRN,Pristina,3946
2022-07-05,TLL,Tallinn,RIX,Riga,786
2022-07-05,TLL,Tallinn,RKV,Reykjavik,3886
2022-07-05,TLL,Tallinn,SJJ,Sarajevo,3710
2022-07-05,TLL,Tallinn,SKP,Skopje,4060
2022-07-05,TLL,Tallinn,SOF,Sofia,3857
2022-07-05,TLL,Tallinn,TBS,Tbilisi,5049
2022-07-05,TLL,Tallinn,TGD,Podgorica,3985
2022-07-05,TLL,Tallinn,TIA,Tirana,4132
2022-07-05,TLL,Tallinn,TXL,Berlin,2328
2022-07-05,TLL,Tallinn,VIE,Vienna,2971
2022-07-05,TLL,Tallinn,VNO,Vilnius,1286
2022-07-05,TLL,Tallinn,WAW,Warsaw,1966
2022-07-05,TLL,Tallinn,ZAG,Zagreb,3489
2022-07-05,TXL,Berlin,ARN,Stockholm,1780
2022-07-05,TXL,Berlin,ATH,Athens,3749
2022-07-05,TXL,Berlin,BRN,Bern,1735
2022-07-05,TXL,Berlin,BRU,Brussels,1553
